ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Var_1;Segmentation
463334;Female;No;33;Yes;Doctor;0.0;Low;6.0;Cat_4;C
467538;Male;Yes;50;Yes;Artist;0.0;Low;3.0;Cat_6;B
464940;Female;Yes;29;No;Engineer;1.0;Low;2.0;Cat_4;A
461457;Female;Yes;32;No;Doctor;1.0;Low;5.0;Cat_6;A
463336;Female;Yes;62;No;Engineer;4.0;Low;1.0;Cat_4;B
461539;Male;Yes;42;No;Entertainment;6.0;Average;2.0;Cat_2;A
467749;Male;No;19;No;Healthcare;1.0;Low;9.0;Cat_7;D
459128;Female;Yes;78;No;Lawyer;0.0;High;3.0;Cat_6;B
459831;Male;Yes;37;No;Engineer;8.0;Average;3.0;Cat_4;D
465528;Female;Yes;46;Yes;;0.0;Low;2.0;Cat_6;C
466366;Male;No;18;No;Healthcare;0.0;Low;3.0;Cat_2;D
465087;Male;No;29;Yes;Doctor;1.0;Low;4.0;Cat_6;B
462016;Female;Yes;38;Yes;Artist;6.0;Average;2.0;Cat_6;A
465232;Male;Yes;56;Yes;Executive;0.0;High;4.0;Cat_6;B
463846;Female;Yes;45;Yes;Artist;4.0;Low;1.0;Cat_6;C
459968;Male;No;39;Yes;Artist;11.0;Low;1.0;Cat_7;A
466083;Female;No;23;No;Marketing;4.0;Low;2.0;Cat_3;A
462068;Male;Yes;55;Yes;Executive;1.0;High;3.0;Cat_6;C
459296;Male;Yes;70;Yes;Artist;1.0;Average;2.0;Cat_6;C
463386;Female;Yes;42;Yes;Doctor;6.0;Low;1.0;Cat_3;A
464657;Male;No;23;No;Healthcare;0.0;Low;3.0;Cat_3;D
467487;Male;Yes;42;No;Artist;1.0;Average;5.0;Cat_4;A
463387;Male;;20;No;Marketing;3.0;Low;2.0;Cat_3;A
465270;Female;Yes;43;Yes;Artist;0.0;Average;4.0;Cat_6;C
462868;Male;Yes;43;No;Entertainment;0.0;Average;4.0;Cat_4;A
460928;Male;Yes;45;Yes;Artist;0.0;Average;4.0;Cat_6;B
462776;Female;Yes;52;Yes;Engineer;1.0;Average;3.0;Cat_6;A
467611;Male;No;39;Yes;Artist;9.0;Low;1.0;Cat_6;A
464552;Female;Yes;40;Yes;Artist;1.0;Average;3.0;Cat_4;A
466187;Female;Yes;56;Yes;Artist;4.0;Average;2.0;Cat_3;C
461509;Male;Yes;40;Yes;Artist;1.0;Average;3.0;Cat_6;B
460303;Female;No;43;Yes;Artist;2.0;Low;1.0;;A
460598;Female;Yes;36;Yes;Doctor;0.0;Average;3.0;Cat_3;A
463339;Female;Yes;27;Yes;Engineer;4.0;Low;2.0;Cat_3;B
467685;Male;Yes;51;No;Marketing;0.0;High;6.0;Cat_4;A
460678;Female;No;31;No;Doctor;6.0;Low;2.0;Cat_3;A
466866;Male;Yes;27;No;Entertainment;14.0;Average;2.0;Cat_6;A
467554;Female;No;28;Yes;Healthcare;1.0;Low;3.0;Cat_6;D
466506;Male;Yes;50;;Artist;1.0;Average;4.0;Cat_6;A
462920;Male;Yes;51;No;Executive;0.0;High;5.0;Cat_6;A
461352;Male;No;25;No;Healthcare;3.0;Low;5.0;Cat_2;D
463772;Female;No;31;No;Healthcare;1.0;Low;3.0;Cat_6;D
466623;Male;Yes;56;;Entertainment;4.0;Average;4.0;Cat_3;C
464210;Male;No;43;Yes;Marketing;0.0;Low;2.0;Cat_6;A
461352;Male;No;29;No;Healthcare;2.0;Low;5.0;Cat_2;A
462355;Male;Yes;61;No;Entertainment;1.0;Low;;Cat_6;A
463043;Female;Yes;86;Yes;Lawyer;9.0;High;2.0;Cat_6;C
459595;Female;Yes;36;Yes;Artist;4.0;High;7.0;Cat_6;C
462500;Male;Yes;49;Yes;Doctor;1.0;Average;2.0;Cat_6;C
467861;Female;No;27;No;Artist;;Low;4.0;Cat_4;D
462973;Male;Yes;39;Yes;Artist;9.0;Average;2.0;Cat_3;B
465445;Female;No;27;Yes;Homemaker;6.0;Low;7.0;Cat_6;B
466131;Female;No;43;Yes;Artist;1.0;Low;1.0;Cat_6;D
462218;Male;Yes;50;No;Executive;1.0;Average;5.0;Cat_4;A
464456;Male;Yes;29;Yes;Artist;1.0;Low;4.0;Cat_6;A
459332;Female;Yes;72;Yes;Homemaker;1.0;Low;;Cat_6;B
461726;Female;Yes;53;Yes;Artist;1.0;Average;4.0;Cat_3;C
462742;Male;No;18;No;Healthcare;0.0;Low;3.0;Cat_3;D
466301;Male;Yes;50;Yes;Artist;0.0;Average;3.0;Cat_2;C
464359;Female;No;37;Yes;Artist;0.0;Low;3.0;Cat_6;B
461468;Male;Yes;69;Yes;Entertainment;;Average;3.0;Cat_6;A
467925;Female;No;28;Yes;Artist;3.0;Low;7.0;Cat_2;A
464772;Female;Yes;39;No;Engineer;8.0;Average;4.0;Cat_4;A
462292;Male;Yes;65;Yes;Artist;1.0;Low;1.0;Cat_6;A
466092;Male;Yes;65;Yes;Artist;1.0;Average;4.0;Cat_6;B
465883;Male;Yes;33;No;Artist;;Low;4.0;Cat_6;A
466230;Male;Yes;46;Yes;Artist;0.0;Average;2.0;Cat_6;B
461000;Male;Yes;61;No;Marketing;1.0;High;2.0;Cat_3;A
459236;Female;Yes;86;No;Lawyer;0.0;High;2.0;Cat_6;B
460262;Male;No;28;No;Executive;9.0;Low;4.0;Cat_6;D
461621;Female;Yes;87;Yes;Lawyer;0.0;High;2.0;Cat_6;C
465032;Male;Yes;72;Yes;Executive;0.0;High;2.0;Cat_6;C
459372;Female;No;27;Yes;Healthcare;;Low;4.0;Cat_6;B
467694;Male;Yes;61;Yes;Executive;0.0;High;2.0;Cat_6;C
465083;Male;Yes;56;No;Artist;1.0;Average;3.0;Cat_6;C
461201;Female;No;59;Yes;Artist;;Low;1.0;Cat_6;C
460783;Male;Yes;82;Yes;Lawyer;0.0;Low;1.0;Cat_6;B
467262;Female;Yes;77;No;Lawyer;1.0;High;2.0;Cat_6;D
464556;Female;No;39;Yes;Artist;1.0;Low;3.0;Cat_6;A
463154;Female;Yes;27;No;Artist;0.0;Low;4.0;Cat_6;A
467209;Female;No;35;Yes;Healthcare;1.0;Low;1.0;Cat_6;D
465014;Male;Yes;82;No;Lawyer;1.0;Low;1.0;Cat_6;A
462824;Male;Yes;42;No;Engineer;1.0;Average;3.0;Cat_4;A
466852;Female;No;23;No;Marketing;4.0;Low;4.0;Cat_6;C
465939;Female;No;32;Yes;Engineer;0.0;Low;2.0;Cat_6;D
459120;Male;No;23;No;Healthcare;5.0;Low;5.0;Cat_2;D
464285;Female;No;25;Yes;Artist;9.0;Low;1.0;Cat_6;B
462959;Female;Yes;56;Yes;Engineer;2.0;High;2.0;Cat_6;B
460924;Male;No;28;No;Doctor;1.0;Low;5.0;Cat_2;D
460418;Female;No;35;Yes;Entertainment;9.0;Low;2.0;Cat_6;A
460844;Male;Yes;50;Yes;Healthcare;;Low;2.0;Cat_6;A
464392;Male;Yes;59;;Artist;0.0;Average;2.0;Cat_6;A
459369;Male;Yes;41;No;Engineer;;Average;7.0;Cat_4;A
459616;Female;No;20;No;Healthcare;;Low;4.0;Cat_1;A
466914;Male;Yes;81;Yes;Entertainment;1.0;Low;1.0;Cat_6;D
465165;Male;No;61;Yes;Artist;0.0;Low;1.0;Cat_6;B
461346;Male;Yes;50;Yes;Artist;8.0;Low;2.0;Cat_6;A
466665;Male;Yes;36;Yes;Artist;1.0;Average;2.0;Cat_6;A
461658;Female;Yes;59;Yes;Artist;1.0;Average;2.0;Cat_5;A
463140;Male;Yes;31;No;Engineer;5.0;Average;3.0;Cat_3;A
459356;Male;No;63;Yes;Artist;4.0;Low;1.0;Cat_6;A
466922;Female;No;22;No;Healthcare;0.0;Low;;Cat_6;D
464273;Female;No;26;No;Artist;2.0;Low;2.0;Cat_6;D
459957;Female;Yes;32;Yes;Artist;8.0;Low;3.0;Cat_6;A
464569;Male;No;29;No;Doctor;1.0;Low;5.0;Cat_6;A
461780;Female;No;69;Yes;Lawyer;1.0;Low;5.0;Cat_6;A
460296;Female;Yes;60;Yes;Artist;1.0;Low;2.0;Cat_6;A
466574;Male;Yes;59;Yes;Artist;7.0;Low;2.0;Cat_6;C
466833;Male;Yes;58;Yes;Artist;7.0;Low;2.0;Cat_6;B
467599;Female;No;19;No;Healthcare;0.0;Low;3.0;Cat_6;D
461988;Male;Yes;40;No;Engineer;1.0;Average;2.0;Cat_6;A
463134;Male;No;29;Yes;Entertainment;;Low;1.0;Cat_6;D
467868;Female;Yes;69;Yes;Entertainment;1.0;High;2.0;Cat_6;B
460688;Male;Yes;28;No;Doctor;5.0;Low;2.0;Cat_3;D
465217;Male;Yes;53;Yes;Executive;1.0;High;5.0;Cat_3;A
463105;Female;No;72;Yes;Lawyer;1.0;Low;2.0;Cat_6;D
464339;Male;No;27;No;Artist;1.0;Low;2.0;Cat_6;A
466868;Male;No;26;Yes;Doctor;4.0;Low;3.0;Cat_2;A
459385;Female;Yes;35;Yes;Artist;1.0;Average;2.0;Cat_7;A
467948;Female;No;19;No;Healthcare;0.0;Low;3.0;Cat_6;A
465761;Female;No;42;Yes;Artist;12.0;Low;2.0;Cat_4;A
460487;Female;No;42;No;Homemaker;;Low;1.0;Cat_3;B
461487;Male;Yes;50;Yes;Artist;1.0;Average;4.0;Cat_6;C
467735;Male;No;28;Yes;Doctor;0.0;Low;2.0;Cat_6;A
461832;Male;No;31;Yes;Healthcare;;Low;3.0;Cat_6;C
466827;Male;Yes;37;No;Entertainment;0.0;Average;4.0;Cat_3;D
462243;Male;Yes;43;No;Executive;1.0;Low;4.0;Cat_6;A
463704;Male;No;45;Yes;Artist;1.0;Low;2.0;Cat_6;A
467683;Male;Yes;26;Yes;Healthcare;9.0;High;3.0;Cat_2;D
462791;Female;No;33;No;Healthcare;7.0;Low;4.0;Cat_5;D
463163;Male;No;28;No;Executive;2.0;Low;2.0;Cat_3;A
459762;Female;Yes;45;Yes;Artist;8.0;Average;2.0;;B
465841;Female;No;51;Yes;Engineer;3.0;Low;1.0;Cat_6;A
462151;Female;No;35;Yes;Artist;8.0;Low;1.0;Cat_6;B
464802;Male;No;40;No;Entertainment;1.0;Low;1.0;Cat_4;A
459388;Female;;25;Yes;Homemaker;;Low;1.0;Cat_6;D
466696;Female;Yes;48;Yes;Artist;2.0;Average;4.0;Cat_6;C
462351;Male;Yes;77;No;Lawyer;1.0;High;2.0;Cat_6;C
462454;Male;No;19;No;Healthcare;1.0;Low;3.0;Cat_2;D
461683;Male;Yes;40;Yes;Executive;1.0;High;4.0;Cat_6;A
463615;Female;Yes;60;Yes;Artist;;Average;2.0;Cat_6;A
467317;Male;No;42;Yes;Artist;1.0;Low;1.0;Cat_2;A
467314;Male;Yes;43;No;Artist;0.0;Average;2.0;Cat_6;C
467444;Female;Yes;36;Yes;Artist;;Low;2.0;Cat_6;A
459806;Female;Yes;50;No;Engineer;1.0;Average;4.0;Cat_6;B
465881;Male;No;43;Yes;Artist;8.0;Low;;Cat_6;A
462297;Female;No;29;Yes;Artist;14.0;Low;2.0;Cat_6;B
467721;Male;No;41;Yes;Entertainment;0.0;Low;1.0;Cat_4;D
464004;Female;Yes;26;No;Marketing;0.0;Low;5.0;Cat_4;D
466732;Female;Yes;49;Yes;Engineer;0.0;High;2.0;Cat_4;A
461364;Female;No;46;No;Doctor;0.0;Low;2.0;Cat_6;B
467624;Male;Yes;35;No;Entertainment;0.0;Average;5.0;Cat_6;D
465406;Female;No;33;Yes;Healthcare;1.0;Low;1.0;Cat_6;D
462982;Male;Yes;40;No;Doctor;4.0;Average;4.0;Cat_6;A
464016;Female;;29;Yes;Entertainment;1.0;High;1.0;Cat_1;A
460205;Male;Yes;55;Yes;Artist;4.0;Low;2.0;Cat_6;B
459145;Male;Yes;78;No;Lawyer;;Low;1.0;Cat_2;A
462880;Male;Yes;25;No;Executive;1.0;High;3.0;Cat_6;B
464376;Male;Yes;58;Yes;Artist;2.0;Low;1.0;Cat_6;A
459228;Female;Yes;52;Yes;Artist;0.0;Average;4.0;Cat_6;C
463901;Male;Yes;35;No;Artist;0.0;Low;6.0;Cat_4;C
462581;Female;No;28;No;Engineer;1.0;Low;4.0;Cat_4;A
465590;Male;Yes;40;Yes;Artist;1.0;Average;5.0;Cat_6;A
461051;Female;Yes;71;Yes;Entertainment;1.0;Average;2.0;Cat_6;B
460502;Female;Yes;55;Yes;Engineer;1.0;Average;3.0;Cat_3;B
460101;Female;No;26;Yes;Healthcare;8.0;Low;3.0;Cat_3;A
464032;Male;No;20;No;Healthcare;1.0;Low;3.0;Cat_6;D
463478;Male;Yes;50;Yes;Artist;0.0;Average;4.0;Cat_6;B
459270;Male;Yes;65;Yes;Homemaker;0.0;High;2.0;Cat_6;A
462031;Female;Yes;50;Yes;Artist;0.0;Average;2.0;Cat_6;C
467468;Female;No;25;No;Healthcare;;Low;5.0;Cat_7;A
463293;Female;No;20;No;Healthcare;1.0;Low;3.0;Cat_6;D
465145;Male;Yes;45;Yes;Artist;0.0;Average;2.0;Cat_6;C
460071;Female;No;53;Yes;Engineer;1.0;Low;1.0;Cat_6;A
462854;Male;No;22;No;Healthcare;1.0;Low;3.0;Cat_6;A
459407;Female;No;37;Yes;Doctor;0.0;Low;3.0;Cat_6;A
467453;Male;No;49;No;Healthcare;;Low;1.0;Cat_6;D
462885;Male;Yes;28;No;Executive;1.0;High;3.0;Cat_6;D
461351;Female;No;26;No;Doctor;0.0;Low;2.0;Cat_6;D
464707;Male;Yes;48;No;;0.0;Average;4.0;Cat_4;A
466830;Male;No;28;Yes;Healthcare;5.0;Low;4.0;Cat_6;D
464498;Male;Yes;45;Yes;Artist;;Average;3.0;Cat_3;B
464998;Male;Yes;59;Yes;Artist;1.0;High;2.0;Cat_6;C
467713;Female;Yes;38;No;Executive;;Average;4.0;Cat_4;A
461775;Female;Yes;82;No;Lawyer;0.0;High;2.0;Cat_6;A
467384;Male;No;41;Yes;;;Low;1.0;Cat_6;A
465035;Female;Yes;83;Yes;Lawyer;13.0;High;2.0;Cat_6;A
467787;Male;No;20;No;Healthcare;8.0;Low;5.0;Cat_6;D
459185;Female;No;25;Yes;Entertainment;5.0;Low;1.0;Cat_6;D
461361;Female;No;31;Yes;Healthcare;9.0;Low;7.0;Cat_5;D
460424;Female;No;35;No;Entertainment;0.0;Low;1.0;Cat_6;A
461838;Male;Yes;49;Yes;Artist;0.0;Low;1.0;Cat_6;C
461337;Male;Yes;50;Yes;Executive;1.0;High;3.0;Cat_6;C
465608;Male;No;20;No;Healthcare;;Low;5.0;Cat_3;D
460442;Male;Yes;37;Yes;Entertainment;0.0;Average;3.0;Cat_6;B
459360;Female;No;32;Yes;Healthcare;;Low;3.0;Cat_6;C
463850;Male;Yes;26;No;Entertainment;0.0;High;2.0;Cat_6;D
464885;Female;No;38;No;Engineer;1.0;Low;2.0;Cat_4;A
465274;Male;No;36;Yes;Artist;0.0;Low;1.0;Cat_4;A
462782;Male;Yes;57;Yes;Executive;7.0;High;2.0;Cat_4;C
459536;Male;Yes;32;Yes;Healthcare;7.0;Low;2.0;Cat_6;A
460032;Male;No;36;Yes;Engineer;8.0;Low;1.0;Cat_6;A
460074;Female;No;48;Yes;Lawyer;4.0;Low;1.0;Cat_6;A
461915;Male;Yes;51;No;Artist;;Average;2.0;Cat_2;B
461034;Female;No;20;No;Marketing;3.0;Low;6.0;Cat_3;A
460468;Female;No;50;Yes;Executive;1.0;Low;1.0;Cat_6;A
465669;Female;Yes;41;No;Entertainment;4.0;Average;4.0;Cat_4;A
461969;Female;Yes;46;No;Engineer;9.0;Average;1.0;Cat_4;A
460387;Female;No;35;No;Entertainment;4.0;Low;2.0;Cat_6;D
464861;Male;No;25;No;Homemaker;;Low;2.0;Cat_4;A
463709;Male;Yes;35;Yes;Artist;1.0;High;2.0;Cat_6;A
462936;Female;No;43;Yes;Engineer;;Low;1.0;Cat_6;A
459125;Female;No;32;Yes;Artist;;Low;7.0;Cat_6;A
465963;Male;Yes;46;Yes;Artist;0.0;Low;2.0;Cat_6;B
464255;Female;Yes;49;Yes;Artist;1.0;Average;5.0;Cat_4;A
461232;Female;Yes;36;Yes;Executive;;High;;Cat_3;A
462613;Female;Yes;35;No;Engineer;0.0;Average;5.0;Cat_4;D
463260;Male;Yes;70;Yes;Lawyer;3.0;Low;1.0;Cat_6;A
464322;Male;Yes;79;Yes;Lawyer;0.0;Low;2.0;Cat_6;A
464888;Male;Yes;37;No;Entertainment;0.0;Low;5.0;Cat_4;A
467365;Male;No;40;Yes;Artist;1.0;Low;1.0;Cat_6;A
466056;Female;No;36;Yes;Artist;1.0;Low;1.0;Cat_4;B
467598;Male;Yes;68;Yes;Artist;1.0;Low;1.0;Cat_6;A
460427;Male;Yes;46;Yes;Artist;1.0;Average;3.0;Cat_6;C
462474;Female;Yes;25;No;Engineer;1.0;Average;2.0;Cat_4;A
461526;Male;Yes;83;No;Entertainment;0.0;Low;2.0;Cat_6;A
461685;Female;No;30;Yes;Healthcare;4.0;Low;4.0;Cat_6;D
467946;Female;Yes;42;Yes;Artist;0.0;Low;2.0;Cat_6;A
464188;Female;No;33;No;Doctor;1.0;Low;3.0;Cat_6;D
467825;Female;No;21;No;Marketing;1.0;Low;8.0;Cat_6;C
464517;Male;No;26;Yes;Healthcare;1.0;Low;;Cat_5;D
464804;Male;Yes;26;No;Entertainment;1.0;Low;1.0;Cat_4;A
467830;Male;No;31;Yes;Entertainment;1.0;Low;3.0;Cat_6;D
464779;Female;No;27;No;Engineer;1.0;Low;1.0;Cat_4;A
462769;Female;Yes;42;No;Homemaker;6.0;High;4.0;Cat_6;B
467858;Male;Yes;59;Yes;Artist;;Low;4.0;Cat_6;A
459360;Female;No;29;Yes;Healthcare;;Low;3.0;Cat_6;A
466606;Female;Yes;35;Yes;Engineer;0.0;Low;3.0;Cat_3;B
463100;Female;No;37;No;Homemaker;8.0;Low;1.0;Cat_6;D
466470;Male;Yes;67;Yes;Homemaker;1.0;Average;2.0;Cat_2;B
461899;Female;No;18;No;Doctor;0.0;Low;6.0;Cat_6;A
466149;Female;No;28;No;Doctor;2.0;Low;4.0;Cat_6;A
466985;Female;Yes;45;No;Engineer;0.0;Average;7.0;Cat_7;A
461674;Male;Yes;52;Yes;Executive;0.0;High;4.0;Cat_6;A
465765;Male;Yes;52;No;Entertainment;0.0;Average;2.0;Cat_4;B
466786;Male;No;32;No;Executive;0.0;Low;2.0;Cat_3;D
462488;Male;No;33;Yes;Healthcare;0.0;Low;5.0;Cat_6;D
461252;Female;Yes;53;Yes;Doctor;0.0;Low;1.0;Cat_3;A
459225;Female;Yes;49;Yes;Artist;0.0;Average;4.0;Cat_6;C
467132;Female;Yes;66;Yes;Engineer;0.0;Low;2.0;Cat_6;B
466630;Male;No;29;No;Healthcare;0.0;Low;4.0;Cat_6;C
463459;Male;Yes;73;Yes;Artist;5.0;High;3.0;Cat_6;C
462401;Male;Yes;33;No;Executive;1.0;Average;2.0;Cat_4;A
459001;Female;No;19;No;Marketing;;Low;4.0;Cat_6;A
464220;Male;Yes;65;Yes;Executive;1.0;High;2.0;Cat_6;A
460303;Female;No;38;Yes;Artist;2.0;Low;1.0;;A
460412;Female;No;31;No;Healthcare;0.0;Low;5.0;Cat_2;D
461709;Male;No;33;Yes;Artist;0.0;Low;3.0;Cat_4;C
461465;Male;Yes;31;Yes;Artist;8.0;Average;2.0;Cat_6;A
463224;Male;Yes;50;Yes;Executive;0.0;High;4.0;Cat_6;B
461861;Female;No;26;Yes;Healthcare;1.0;Low;5.0;Cat_4;C
460457;Female;No;43;Yes;Entertainment;8.0;Low;;Cat_3;A
459394;Male;No;28;No;Entertainment;8.0;Low;2.0;Cat_6;A
467972;Male;No;22;No;Artist;1.0;Low;3.0;Cat_6;D
461332;Male;No;30;No;Healthcare;1.0;Low;4.0;Cat_2;C
464111;Male;Yes;57;Yes;Artist;0.0;Average;3.0;Cat_2;D
465456;Female;Yes;59;Yes;Artist;3.0;High;5.0;Cat_1;B
461924;Female;Yes;89;No;Lawyer;1.0;High;3.0;Cat_6;B
459272;Female;Yes;60;Yes;Artist;0.0;High;2.0;Cat_6;C
467708;Female;No;42;Yes;Healthcare;8.0;Low;1.0;Cat_7;D
460075;Female;No;25;Yes;Artist;;Low;1.0;Cat_6;B
465793;Male;No;27;No;Healthcare;0.0;Low;5.0;Cat_4;A
462883;Female;Yes;28;Yes;Artist;8.0;Low;4.0;Cat_6;A
464874;Female;Yes;47;Yes;Artist;0.0;Average;4.0;Cat_4;C
460448;Female;No;38;Yes;Artist;9.0;Low;1.0;Cat_3;A
460413;Female;No;39;Yes;Artist;7.0;Low;1.0;Cat_6;B
462872;Female;Yes;47;No;Engineer;10.0;Low;2.0;Cat_3;D
459826;Female;No;31;No;;;Low;1.0;Cat_7;C
462176;Male;Yes;29;No;Executive;0.0;Average;2.0;;D
460133;Female;No;37;No;Artist;4.0;Low;1.0;Cat_6;A
461310;Male;No;20;No;Marketing;;Low;5.0;Cat_6;C
461307;Male;No;23;No;Healthcare;1.0;Low;4.0;Cat_6;D
463666;Male;No;27;Yes;Executive;0.0;Low;6.0;Cat_6;D
465594;Male;Yes;33;No;Executive;4.0;Low;6.0;Cat_3;A
461624;Female;Yes;41;Yes;Artist;1.0;Average;;Cat_2;B
465739;Female;No;87;No;Lawyer;1.0;Low;2.0;Cat_6;A
466593;Male;Yes;70;Yes;Lawyer;0.0;High;3.0;Cat_6;A
460831;Male;No;21;No;Healthcare;0.0;Low;4.0;Cat_6;D
467162;Female;No;26;No;Homemaker;9.0;Low;;Cat_4;D
464272;Male;No;30;Yes;Artist;9.0;Low;2.0;Cat_6;A
462577;Female;Yes;70;No;Marketing;0.0;High;2.0;Cat_4;D
460461;Female;Yes;26;No;Homemaker;9.0;Average;2.0;Cat_3;A
466913;Male;Yes;65;Yes;Lawyer;0.0;Low;1.0;Cat_6;A
463155;Female;No;38;Yes;Engineer;;Low;1.0;Cat_6;D
467242;Male;No;22;No;Doctor;0.0;Low;3.0;Cat_6;A
464506;Male;No;32;Yes;Healthcare;8.0;Low;2.0;Cat_4;D
466898;Male;Yes;45;Yes;Executive;0.0;High;4.0;Cat_6;B
459080;Male;Yes;77;No;Lawyer;0.0;Low;2.0;Cat_6;D
464581;Female;No;25;No;Doctor;;Low;4.0;Cat_6;D
462637;Female;Yes;58;No;Marketing;;Average;6.0;Cat_4;D
464717;Male;Yes;25;No;Executive;4.0;High;8.0;Cat_4;D
459928;Female;No;35;Yes;Artist;7.0;Low;1.0;Cat_6;B
463323;Male;Yes;31;Yes;Healthcare;2.0;Low;2.0;Cat_6;D
463295;Male;No;28;No;Entertainment;0.0;Low;3.0;Cat_6;A
466115;Male;Yes;39;No;Executive;0.0;Low;2.0;Cat_6;A
463411;Male;Yes;43;Yes;Entertainment;;Average;2.0;Cat_6;A
466825;Female;Yes;41;Yes;Artist;1.0;Low;2.0;Cat_6;A
464566;Male;Yes;35;Yes;Executive;0.0;High;4.0;Cat_6;A
466422;Male;Yes;27;No;Doctor;0.0;Low;4.0;Cat_4;A
465695;Female;No;32;No;Healthcare;;Low;3.0;Cat_4;A
467667;Male;Yes;33;No;Doctor;9.0;Low;2.0;Cat_6;A
464722;Male;Yes;42;Yes;Doctor;1.0;Low;;Cat_4;A
464121;Female;Yes;62;Yes;Engineer;1.0;Low;1.0;Cat_6;B
460627;Female;No;22;No;;1.0;Low;4.0;Cat_3;A
463225;Female;Yes;43;Yes;Artist;;Average;2.0;Cat_6;B
463359;Male;No;23;No;Healthcare;1.0;Low;4.0;Cat_6;D
466956;Female;Yes;55;Yes;Artist;1.0;Low;1.0;Cat_6;B
459090;Male;No;31;No;Artist;1.0;Low;2.0;Cat_6;A
459280;Male;Yes;60;Yes;;0.0;Low;1.0;Cat_6;B
464007;Male;Yes;46;Yes;Artist;1.0;Low;3.0;Cat_6;A
465284;Female;No;31;No;Marketing;8.0;Low;4.0;Cat_6;D
464132;Male;No;28;No;Entertainment;1.0;Low;2.0;Cat_6;D
463259;Male;Yes;75;Yes;Lawyer;0.0;Low;1.0;Cat_6;A
464378;Female;Yes;36;Yes;Artist;8.0;Average;2.0;Cat_6;A
462145;Female;No;39;Yes;Homemaker;10.0;Low;1.0;Cat_2;D
467305;Female;Yes;38;Yes;Homemaker;8.0;Average;3.0;Cat_6;B
460276;Female;Yes;41;Yes;Artist;3.0;Low;2.0;Cat_6;A
460968;Male;Yes;32;No;Doctor;14.0;Average;2.0;Cat_3;A
459745;Male;Yes;47;No;Artist;0.0;Low;4.0;Cat_1;A
459100;Female;No;63;Yes;Artist;14.0;Low;1.0;Cat_6;B
460119;Male;No;26;Yes;Healthcare;0.0;Low;4.0;Cat_6;D
459973;Female;No;53;Yes;Artist;0.0;Low;2.0;Cat_6;A
462023;Female;Yes;46;No;Engineer;8.0;Low;1.0;Cat_6;A
467378;Female;Yes;56;Yes;Artist;1.0;Average;2.0;Cat_6;C
464461;Male;Yes;41;Yes;;1.0;Average;4.0;Cat_6;A
464958;Female;Yes;42;No;Engineer;1.0;Average;6.0;Cat_4;B
459487;Male;Yes;67;No;Lawyer;;Low;;Cat_6;D
461957;Male;Yes;47;Yes;Entertainment;1.0;Average;4.0;Cat_6;C
461937;Female;No;42;Yes;Doctor;0.0;Low;;Cat_6;A
464929;Male;Yes;69;No;Doctor;0.0;Average;3.0;Cat_4;B
466678;Male;No;28;Yes;Healthcare;1.0;Low;4.0;Cat_6;D
465203;Male;No;29;Yes;Healthcare;3.0;Low;3.0;Cat_6;A
463988;Female;Yes;35;Yes;Entertainment;9.0;Average;2.0;Cat_2;A
466721;Male;Yes;36;Yes;Doctor;7.0;Average;2.0;Cat_6;A
464093;Female;No;25;No;Engineer;1.0;Low;;Cat_7;D
460129;Female;No;25;Yes;Engineer;8.0;Low;2.0;Cat_6;A
459567;Male;Yes;50;Yes;Doctor;0.0;Average;2.0;Cat_6;A
462824;Male;Yes;38;No;Engineer;0.0;Average;3.0;Cat_4;B
465160;Male;Yes;62;Yes;Executive;1.0;High;3.0;Cat_6;C
461822;Male;Yes;37;Yes;Artist;9.0;High;2.0;Cat_6;C
461480;Female;Yes;63;Yes;Artist;1.0;High;3.0;Cat_6;C
466378;Male;Yes;58;No;Executive;4.0;High;3.0;Cat_6;C
461270;Male;Yes;40;Yes;Artist;1.0;Low;1.0;Cat_3;A
462013;Female;Yes;57;Yes;Executive;0.0;Average;2.0;Cat_6;C
465214;Male;Yes;25;No;Engineer;14.0;Low;1.0;Cat_6;D
467202;Male;Yes;18;No;Doctor;0.0;Low;4.0;Cat_6;A
465907;Female;No;25;Yes;Marketing;8.0;Low;;Cat_1;D
462007;Female;Yes;42;Yes;Artist;1.0;Average;2.0;Cat_6;A
459192;Male;Yes;35;Yes;Artist;3.0;Average;3.0;Cat_6;C
460146;Female;Yes;51;Yes;Engineer;0.0;Average;3.0;Cat_3;A
462743;Male;No;26;No;Healthcare;3.0;Low;4.0;Cat_3;D
463884;Female;No;26;No;Artist;1.0;Low;1.0;Cat_6;D
467393;Female;Yes;46;Yes;Artist;0.0;Average;4.0;Cat_6;A
460668;Female;No;32;Yes;Doctor;;Low;2.0;Cat_3;A
465983;Male;;21;No;Healthcare;1.0;Low;3.0;Cat_6;A
465488;Male;No;22;No;Healthcare;1.0;Low;4.0;Cat_6;A
465466;Male;;31;No;Healthcare;1.0;Low;3.0;Cat_6;C
465529;Female;No;32;No;Doctor;0.0;Low;4.0;Cat_6;A
459865;Male;Yes;47;Yes;Artist;0.0;Average;3.0;Cat_6;C
465697;Female;Yes;51;No;Artist;6.0;Low;1.0;Cat_6;A
459275;Female;No;18;No;Doctor;2.0;Low;4.0;Cat_6;D
460646;Male;Yes;59;Yes;Entertainment;;Low;;Cat_3;A
